,base_page_url,parent_page_url,current_page_url,page_hop,parent_page_index,parent_page_toc_item,abs_page_toc_item,index,toc_item,ancestor_toc_item,page_contents
39,https://namu.wiki/w/ILLIT,,https://namu.wiki/w/ILLIT,0,,,특징/인기 및 기록,3.6.,인기 및 기록,특징,"K-POP 그룹 최초로 데뷔 전 모든 멤버가 해외 패션 위크에 초청받았다. ILLIT은 프랑스 파리에서 열린 '아크네 스튜디오 FW24 쇼'에서 해외 매체들의 인터뷰 요청을 받았다. 멤버들은 유창한 한국어와 영어, 일본어로 인터뷰에 응하며 첫 공식 석상임에도 프로페셔널한 면모를 보여 호평을 받았다.  [공식 기사] ‘하이브 막내딸’ 아일릿, 데뷔 전 파리 패션위크 초청.. K팝 최초.  걸그룹 데뷔 음반 초동 판매량 1위 기록을 달성했다.  데뷔 앨범 《SUPER REAL ME》로 Spotify 월간 리스너 수 1,000만 명을 달성했다.  데뷔 앨범 《SUPER REAL ME》로 미국 빌보드 글로벌 200 6위에 진입했다.  2024년 4월 21일, 데뷔곡 〈Magnetic〉이 K-POP 걸그룹 데뷔곡 최단 기간인 26일 만에 Spotify 1억 스트리밍을 돌파했다. 기사  걸그룹 최초로 데뷔곡으로 지상파와 케이블의 모든 음악 방송에서 1위를 수상했다. 모든 가수 및 아이돌 그룹을 통틀어서는 보이그룹 Wanna One의 데뷔곡 〈에너제틱 (Energetic)〉에 이은 역대 두 번째 달성이다.  데뷔곡 〈Magnetic〉이 K-POP 아티스트 데뷔곡 최초로 발매 3주 만에 미국 빌보드 핫 100 차트에 91위로 진입했다.  관련 기사들  '하이브 막내딸' 아일릿, 新 기록 제조기 보인다  숏폼을 타고 '잘파'세대에게 다가간 아일릿  초동 38만장·음원 톱10…아일릿, '핫 데뷔' 어떻게 가능했나 빌보드에서 6월의 신인에 선정되었다. 관련 자료 공식 기사 7월 신인 아이돌 브랜드 평판에서 '1위'를 차지하였다. 공식 기사 5월~6월 두달간 애플뮤직 글로벌 차트 케이팝 1위를 기록하였다. 공식 기사 일본 타워레코드 뮤직에서 2024년 상반기에 '신인 랭킹' 1위를 기록하였다. 공식 기사 데뷔곡 <Magnetic> 이 일본 노래방 차트에서 1위을 기록하였다. 공식 트위터"
40,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/SUMMER%20MOON,1,3.7.,세계관,특징/세계관//PROFILE,0.,PROFILE,,"SUMMER MOON,,제작,HYBE OSB,링크, |  | ,"
41,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/SUMMER%20MOON,1,3.7.,세계관,특징/세계관//개요,1.,개요,,ILLIT의 IP를 기반으로 한 오리지널 스토리 시리즈. HYBE에서 자체 기획하며 개발했다.
42,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/SUMMER%20MOON,1,3.7.,세계관,특징/세계관//여담,2.,여담,,데뷔 앨범 수록곡 중 My World에 등장한 바가 있다.
43,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/SUMMER%20MOON,1,3.7.,세계관,특징/세계관//FOOTNOTES,EOD.,FOOTNOTES,,
44,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EC%9D%8C%EB%B0%98,1,4.,음반,음반//개요,1.,개요,,"걸그룹 ILLIT이 발매한 음반을 서술한 문서이다. ,,,,SUPER REAL ME미니 1집2024. 03. 25.,SUPER REAL ME (Sped Up)리믹스 EP2024. 04. 01.,Magnetic (Remixes)리믹스 싱글2024. 04. 19.,,"
45,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EC%9D%8C%EB%B0%98,1,4.,음반,음반//국내 음반,2.,국내 음반,,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
46,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EC%9D%8C%EB%B0%98,1,4.,음반,음반//국내 음반/EP,2.1.,EP,국내 음반,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
47,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EC%9D%8C%EB%B0%98,1,4.,음반,음반//국내 음반/EP/미니 1집 《SUPER REAL ME》,2.1.1.,미니 1집 《SUPER REAL ME》,국내 음반/EP,다음 문서로 대체 설명: https://namu.wiki/w/SUPER%20REAL%20ME
48,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EC%9D%8C%EB%B0%98,1,4.,음반,음반//국내 음반/리믹스,2.2.,리믹스,국내 음반,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
49,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EC%9D%8C%EB%B0%98,1,4.,음반,음반//국내 음반/리믹스/리믹스 EP 《SUPER REAL ME (Sped Up)》,2.2.1.,리믹스 EP 《SUPER REAL ME (Sped Up)》,국내 음반/리믹스,다음 문서로 대체 설명: https://namu.wiki/w/SUPER%20REAL%20ME%20(Sped%20Up)
50,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EC%9D%8C%EB%B0%98,1,4.,음반,음반//국내 음반/리믹스/리믹스 싱글 《Magnetic (Remixes)》,2.2.2.,리믹스 싱글 《Magnetic (Remixes)》,국내 음반/리믹스,다음 문서로 대체 설명: https://namu.wiki/w/Magnetic%20(Remixes)
51,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EC%9D%8C%EB%B0%98,1,4.,음반,음반//FOOTNOTES,EOD.,FOOTNOTES,,
52,https://namu.wiki/w/ILLIT,,https://namu.wiki/w/ILLIT,0,,,뮤직비디오,5.,뮤직비디오,,"ILLIT 뮤직비디오 조회수(2024.07.11 23시 기준)★ 타이틀 곡,순위,곡/게시 일,조회수,음반,1,Magnetic ★ (2024년 3월 25일),116,564,485회(#fn-5; 첫 뮤직비디오 조회수 1억뷰 달성.)SUPER REAL ME미니 1집,2,Lucky Girl Syndrome (2024년 4월 17일),27,176,711회, ILLIT 뮤직비디오 조회수(2024.07.11 23시 기준)★ 타이틀 곡,순위,곡/게시 일,조회수,음반,1,Magnetic ★ (2024년 3월 25일),116,564,485회(#fn-5; 첫 뮤직비디오 조회수 1억뷰 달성.)SUPER REAL ME미니 1집,2,Lucky Girl Syndrome (2024년 4월 17일),27,176,711회,"
53,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%ED%99%9C%EB%8F%99,1,6.,활동,활동//개요,1.,개요,,"ILLIT의 활동을 정리한 문서이다.  2인 이상의 출연만 기록. 단독으로 출연한 목록은 멤버별 개별 문서에 기록해 주세요.,"
54,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%ED%99%9C%EB%8F%99,1,6.,활동,활동//데뷔 전,2.,데뷔 전,,"일자,활동,참고자료,비고,2023년,09.02,공식 SNS 개설,,,10.24,I'LL LIKE IT!,,첫 리얼리티,2024년,01.23,ILLIT Ready,,리얼리티,02.26,ILLIT,,ILLIT 로고, 브랜드 필름, 일자,활동,참고자료,비고,2023년,09.02,공식 SNS 개설,,,10.24,I'LL LIKE IT!,,첫 리얼리티,2024년,01.23,ILLIT Ready,,리얼리티,02.26,ILLIT,,ILLIT 로고, 브랜드 필름,"
55,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%ED%99%9C%EB%8F%99,1,6.,활동,활동//데뷔 후,3.,데뷔 후,,"날짜,활동,링크,비고,2024년,03.15~03.24(#fn-1; 세 번에 나눠서 응모 추첨을 받았다.)‘SUPER REAL ME’ LUCKY DRAW 이벤트 (일본),# #,(#fn-2; 운영 장소는 ILLIT Weverse Shop JAPAN, UNIVERSAL MUSIC STORE로 총 두 군데가 있다.)03.26~04.03,WEVERSE SHOP X 아일릿'SUPER REAL ME' STORE,#,(#fn-3; 운영 장소는 서울 서초구 신반포로 176, 신세계백화점 강남점 1층 센트럴시티 광장)(#fn-4; 팬 분들의 많은 관심과 참여로 인해 3월 31일까지 운영하려던 계획을 4월 3일까지 기간 연장하였다.연장 공지 )03.29~04.04,Official 후즈팬SUPER REAL ME 테마 카페,웰컴 메세지 # ,(#fn-5; 운영 장소는 서울특별시 중구 남대문로 67, 롯데백화점 영플라자 명동점 2층 후즈팬 카페)04.12~04.14(#fn-6; 오프라인 기준 날짜로, 각 매장에서 한정 수량 오프라인 럭키드로우 이벤트를 참여할 수 있다. 온라인은 4월 9일 한국 시간 기준 오전 10시부터 시작하여 각 구매처 포토카드가 다 소진될 때까지 운영된다.)‘SUPER REAL ME’ LUCKY DRAW 이벤트 (한국),# ,(#fn-7; 운영 장소는 총 네 군데가 있다.  서울시 영등포구 경인로 846, 사운드웨이브 롯데백화점 영등포점 2층 // 서울시 서대문구 신촌로 87-14, 엠투유레코드 신촌점 1층 // 부산시 부산진구 동천로 70, 파워스테이션 2층 // 서울특별시 마포구 양화로 193, 플레이덕 ITTA ZONE 지하 1층)04.21,OFFLINE FAN PARTY'SUPER REAL ILLIT',#,(#fn-8; 이벤트 장소는 대한민국 서울, (당첨자에게 추후 별도 안내 예정))05.01, 05.04,ILLIT 1st Mini Album ‘SUPER REAL ME’ 発売記念 오프라인 이벤트, # #,(#fn-9; 세 번에 나눠서 응모 추첨을 받았으며, 이벤트 장소와 시간은 2024년 5월 1일(수) 도쿄도내 17:00 스타트 예정, 2024년 5월 4일(토, 공휴일) 도쿄도내 12:00 스타트 예정)05.01~05.14,ILLIT | 첫 일본 방문 기념! 선착 「럭키 드로우 이벤트」,#,(#fn-10; 운영 장소는 타워 레코드, TOWERmini 전점, 타워 레코드 온라인 등이다.) 날짜,활동,링크,비고,2024년,03.15~03.24(#fn-1; 세 번에 나눠서 응모 추첨을 받았다.)‘SUPER REAL ME’ LUCKY DRAW 이벤트 (일본),# #,(#fn-2; 운영 장소는 ILLIT Weverse Shop JAPAN, UNIVERSAL MUSIC STORE로 총 두 군데가 있다.)03.26~04.03,WEVERSE SHOP X 아일릿'SUPER REAL ME' STORE,#,(#fn-3; 운영 장소는 서울 서초구 신반포로 176, 신세계백화점 강남점 1층 센트럴시티 광장)(#fn-4; 팬 분들의 많은 관심과 참여로 인해 3월 31일까지 운영하려던 계획을 4월 3일까지 기간 연장하였다.연장 공지 )03.29~04.04,Official 후즈팬SUPER REAL ME 테마 카페,웰컴 메세지 # ,(#fn-5; 운영 장소는 서울특별시 중구 남대문로 67, 롯데백화점 영플라자 명동점 2층 후즈팬 카페)04.12~04.14(#fn-6; 오프라인 기준 날짜로, 각 매장에서 한정 수량 오프라인 럭키드로우 이벤트를 참여할 수 있다. 온라인은 4월 9일 한국 시간 기준 오전 10시부터 시작하여 각 구매처 포토카드가 다 소진될 때까지 운영된다.)‘SUPER REAL ME’ LUCKY DRAW 이벤트 (한국),# ,(#fn-7; 운영 장소는 총 네 군데가 있다.  서울시 영등포구 경인로 846, 사운드웨이브 롯데백화점 영등포점 2층 // 서울시 서대문구 신촌로 87-14, 엠투유레코드 신촌점 1층 // 부산시 부산진구 동천로 70, 파워스테이션 2층 // 서울특별시 마포구 양화로 193, 플레이덕 ITTA ZONE 지하 1층)04.21,OFFLINE FAN PARTY'SUPER REAL ILLIT',#,(#fn-8; 이벤트 장소는 대한민국 서울, (당첨자에게 추후 별도 안내 예정))05.01, 05.04,ILLIT 1st Mini Album ‘SUPER REAL ME’ 発売記念 오프라인 이벤트, # #,(#fn-9; 세 번에 나눠서 응모 추첨을 받았으며, 이벤트 장소와 시간은 2024년 5월 1일(수) 도쿄도내 17:00 스타트 예정, 2024년 5월 4일(토, 공휴일) 도쿄도내 12:00 스타트 예정)05.01~05.14,ILLIT | 첫 일본 방문 기념! 선착 「럭키 드로우 이벤트」,#,(#fn-10; 운영 장소는 타워 레코드, TOWERmini 전점, 타워 레코드 온라인 등이다.)"
56,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%ED%99%9C%EB%8F%99,1,6.,활동,활동//방송 활동,4.,방송 활동,,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
57,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%ED%99%9C%EB%8F%99,1,6.,활동,활동//방송 활동/TV 방송,4.1.,TV 방송,방송 활동,"2024년 4월 14일 오후 6시10분 방송되는KBS 2TV예능 ‘1박 2일 시즌4’(이하 ‘1박 2일’)에서나인우가ILLIT의 '뮤직뱅크' 대기실에 방문해(#fn-11; 여기서 미션은 원희와 셀카 찍기였다.)신곡 '마그네틱'의 포인트 안무를 배우는 시간을 가졌다.해당 기사해당 방영 부분 날짜,방송사,프로그램,출연 멤버,비고,2024년,03.27 ,,주간 아이돌,전원, 하이라이트 선공개 사진,04.09 ,,After School Club Can’t help but be drawn to the super ‘Magnetic’ ILLIT! _Ep.621,전원,선공개 풀버전 직캠1 직캠2 비하인드1 비하인드2  비하인드3,04.14 ,,「世界の果てまでイッテQ！」 세상 끝까지 가보자Q!,전원,방영부분,04.26 ,,편스토랑,윤아, 원희, 모카,방영부분1 방영부분2 ,04.28 ,,열린음악회,전원,마그네틱 럭키걸 무대모음,05.03 ,,zip tv,전원,방영부분 공트,,스포츠 & 엔터테인먼트 - 스폰터,전원,공트,05.04 ,,메자마시 도요비 엔터테인먼트,전원,공트,05.09 ,,일본방송 DayDay,전원,공트 방영부분,05.11 ,,일본 tv계 음악방송 with music,전원,공트1 공트2  방영부분1 방영부분2,05.24 ,,일본 tv계 버즈 리듬 02,전원,공트  방영부분,05.25 ,,아는형님,전원,예고편 선공개1 선공개2  하이라이트1 하이라이트2  하이라이트3,06.08 ,,Venue101,전원,방영부분1 방영부분2   공트1 공트2 공트3,06.10 ,,톡파원 25시,민주, 모카,예고편 선공개,,메자마시TV Magnetic 생 퍼포먼스,전원,공트 방영부분 인터뷰  방영부분(번역) 마그네틱,06.11 ,,Venue101,전원,공트 방영부분,06.12 ,,Venue101,전원,공트 방영부분,06.14 ,,도쿄FM,전원,방영부분 공트,06.17 ,,CDTV라이브!,전원,공트1 1차 라인업   방영부분1 방영부분2  공트2 공트3 공트4,06.18 ,,K-POP HOUSE,전원,공트,06.24 ,,zip tv,전원,방영부분 공트1 공트2  공트3  ,07.01 ,,CDTV 라이브!라이브! 2시간 반 스페셜,전원,공트1 공트2  소개+무대영상 ,07.06 ,,THE MUSIC DAY 2024,전원,공트1 공트2 공트3 공트4  공트5 공트6 공트7 공트8  무대영상 인터뷰,08.22 ,,NHK MUSIC EXPO 2024,전원, 공트1 공트2,"
58,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%ED%99%9C%EB%8F%99,1,6.,활동,활동//방송 활동/라디오,4.2.,라디오,방송 활동," 날짜,방송사,프로그램,출연 멤버,비고,2024년,03.26,,,전원,풀버전 Live 비하인드,04.02,,,풀버전 Live 비하인드1 비하인드2 ,04.24,,,윤아, 민주, 모카, 원희,풀버전,04.27,,,윤아, 민주, 모카,목소리만 나옴,04.29,,IDOL RADIO,전원,풀버전 Live 챌린지,06.08 ,,'후루이에 마사토루 K TRACKS' 닛폰방송,전원,방영부분,06.09 ,,'후루이에 마사토루 K TRACKS' 시코쿠방송,"
59,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%ED%99%9C%EB%8F%99,1,6.,활동,활동//음악 방송,5.,음악 방송,,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
60,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%ED%99%9C%EB%8F%99,1,6.,활동,활동//음악 방송/무대영상,5.1.,무대영상,음악 방송,"1주차,2024. 03. 28.,,,My World, ,Magnetic, ,2024. 03. 29.,,,My World, ,Magnetic, ,2024. 03. 30.,,,My world, ,Magnetic, ,2024. 03. 31.,, ,My World, ,Magnetic, ,2주차,2024. 04. 02.,,,My World, ,Magnetic, ,2024. 04. 03.,, ,My World, ,Magnetic, ,2024. 04. 04.,,, ,2024. 04. 05.,,, ,2024. 04. 06.,,, ,2024. 04. 07.,,, ,3주차,2024. 04. 09.,,,Magnetic, ,2024. 04. 10.,, , ,2024. 04. 11.,,, ,2024. 04. 12.,,, ,2024. 04. 13.,,, ,2024. 04. 14.,,, ,4주차,2024. 04. 18.,,,Lucky Girl Syndrome, ,2024. 04. 20.,,, ,2024. 04. 21.,,, ,5주차,2024. 04. 23.,,,Lucky Girl Syndrome, ,2024. 04. 24.,,, ,2024. 04. 26.,,, ,"
61,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%ED%99%9C%EB%8F%99,1,6.,활동,활동//음악 방송/직캠,5.2.,직캠,음악 방송,ILLIT 음악 방송 직캠 문서 모아보기 틀ILLIT/음악 방송 직캠윤아/직캠민주/직캠모카/직캠원희/직캠이로하/직캠    자세한 내용은 ILLIT/음악 방송 직캠 문서를의 번 문단을의  부분을 참고하십시오. 
62,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%ED%99%9C%EB%8F%99,1,6.,활동,활동//콘텐츠,6.,콘텐츠,,다음 문서로 대체 설명: https://namu.wiki/w/ILLIT/%EC%BD%98%ED%85%90%EC%B8%A0
63,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%ED%99%9C%EB%8F%99,1,6.,활동,활동//콘텐츠/Weverse,6.1.,Weverse,콘텐츠,다음 문서로 대체 설명: https://namu.wiki/w/ILLIT/Weverse
64,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%ED%99%9C%EB%8F%99,1,6.,활동,활동//콘텐츠/숏폼,6.2.,숏폼,콘텐츠,다음 문서로 대체 설명: https://namu.wiki/w/ILLIT/%EC%88%8F%ED%8F%BC
65,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%ED%99%9C%EB%8F%99,1,6.,활동,활동//공연 및 행사,7.,공연 및 행사,,다음 문서로 대체 설명: https://namu.wiki/w/ILLIT/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC
66,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%ED%99%9C%EB%8F%99,1,6.,활동,활동//광고 및 화보,8.,광고 및 화보,,다음 문서로 대체 설명: https://namu.wiki/w/ILLIT/%EA%B4%91%EA%B3%A0%20%EB%B0%8F%20%ED%99%94%EB%B3%B4
67,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%ED%99%9C%EB%8F%99,1,6.,활동,활동//FOOTNOTES,EOD.,FOOTNOTES,,"[1] 세 번에 나눠서 응모 추첨을 받았다.[2] 운영 장소는 ILLIT Weverse Shop JAPAN, UNIVERSAL MUSIC STORE로 총 두 군데가 있다.[3] 운영 장소는 서울 서초구 신반포로 176, 신세계백화점 강남점 1층 센트럴시티 광장[4] 팬 분들의 많은 관심과 참여로 인해 3월 31일까지 운영하려던 계획을 4월 3일까지 기간 연장하였다.연장 공지 [5] 운영 장소는 서울특별시 중구 남대문로 67, 롯데백화점 영플라자 명동점 2층 후즈팬 카페[6] 오프라인 기준 날짜로, 각 매장에서 한정 수량 오프라인 럭키드로우 이벤트를 참여할 수 있다. 온라인은 4월 9일 한국 시간 기준 오전 10시부터 시작하여 각 구매처 포토카드가 다 소진될 때까지 운영된다.[7] 운영 장소는 총 네 군데가 있다.  서울시 영등포구 경인로 846, 사운드웨이브 롯데백화점 영등포점 2층 // 서울시 서대문구 신촌로 87-14, 엠투유레코드 신촌점 1층 // 부산시 부산진구 동천로 70, 파워스테이션 2층 // 서울특별시 마포구 양화로 193, 플레이덕 ITTA ZONE 지하 1층[8] 이벤트 장소는 대한민국 서울, (당첨자에게 추후 별도 안내 예정)[9] 세 번에 나눠서 응모 추첨을 받았으며, 이벤트 장소와 시간은 2024년 5월 1일(수) 도쿄도내 17:00 스타트 예정, 2024년 5월 4일(토, 공휴일) 도쿄도내 12:00 스타트 예정[10] 운영 장소는 타워 레코드, TOWERmini 전점, 타워 레코드 온라인 등이다.[11] 여기서 미션은 원희와 셀카 찍기였다."
68,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EC%9D%8C%EC%95%85%20%EB%B0%A9%EC%86%A1%20%EC%A7%81%EC%BA%A0,1,6.1.,음악 방송 직캠,활동/음악 방송 직캠//개요,1.,개요,,대한민국 5인조 걸그룹 ILLIT의 역대 활동별 직캠 영상을 모아놓은 문서.
69,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EC%9D%8C%EC%95%85%20%EB%B0%A9%EC%86%A1%20%EC%A7%81%EC%BA%A0,1,6.1.,음악 방송 직캠,활동/음악 방송 직캠//직캠 영상,2.,직캠 영상,,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
70,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EC%9D%8C%EC%95%85%20%EB%B0%A9%EC%86%A1%20%EC%A7%81%EC%BA%A0,1,6.1.,음악 방송 직캠,활동/음악 방송 직캠//직캠 영상/미니 1집 《SUPER REAL ME》 (2024. 03. 25.),2.1.,미니 1집 《SUPER REAL ME》 (2024. 03. 25.),직캠 영상," 곡 제목,썸네일 이미지,음악 방송,링크,TITLEMagnetic,,,2024.03. 28.,My World,,2024.03. 28.,TITLEMagnetic,,,2024.03. 29.,,2024.03. 29.,My World,,2024.03. 29.,,,2024.03. 30.,TITLEMagnetic,,2024.03. 30.,,,2024.03. 31.,,2024.03. 31.,,2024.03. 31.,My World,,2024.03. 31.,,,2024.04. 03.,TITLEMagnetic,,2024.04. 03.,,,2024.04. 04.,,,2024.04. 05.,,,2024.04. 06.,,,2024.04. 07.,,,2024.04. 10.,,,2024.04. 11.,,,2024.04. 12.,,,2024.04. 13.,,2024.04. 13.,,,2024.04. 14.,,,2024.04. 18.,Lucky Girl Syndrome,,2024.04. 18.,,,2024.04. 20.,TITLEMagnetic,,2024.04. 20.,,,2024.04. 20.,Lucky Girl Syndrome,,2024.04. 21.,,,2024.04. 24.,,,2024.04. 26.,,2024.04. 26.,"
71,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EC%9D%8C%EC%95%85%20%EB%B0%A9%EC%86%A1%20%EC%A7%81%EC%BA%A0,1,6.1.,음악 방송 직캠,활동/음악 방송 직캠//직캠 영상/기타,2.2.,기타,직캠 영상,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
72,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EC%9D%8C%EC%95%85%20%EB%B0%A9%EC%86%A1%20%EC%A7%81%EC%BA%A0,1,6.1.,음악 방송 직캠,활동/음악 방송 직캠//직캠 영상/기타/2024년,2.2.1.,2024년,직캠 영상/기타,"곡 제목,썸네일 이미지,방송 및콘텐츠,링크,TITLEMagnetic,,ILLIT : I'LL (SHOW) IT,2024.03. 25.,My World,,2024.03. 25.,TITLEMagnetic,,,2024.03. 27.,,2024.03. 27.,,,2024.04. 01.,INTRO+TITLEMagnetic,,K-WAVE Concert 인기가요,2024.06. 09.,"
73,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EC%9D%8C%EC%95%85%20%EB%B0%A9%EC%86%A1%20%EC%A7%81%EC%BA%A0,1,6.1.,음악 방송 직캠,활동/음악 방송 직캠//FOOTNOTES,EOD.,FOOTNOTES,,
74,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EC%BD%98%ED%85%90%EC%B8%A0,1,6.2.,콘텐츠,활동/콘텐츠//개요,1.,개요,,ILLIT의 콘텐츠에 대해 정리한 문서.
75,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EC%BD%98%ED%85%90%EC%B8%A0,1,6.2.,콘텐츠,활동/콘텐츠//리얼리티,2.,리얼리티,,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
76,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EC%BD%98%ED%85%90%EC%B8%A0,1,6.2.,콘텐츠,활동/콘텐츠//리얼리티/I’LL LIKE IT!,2.1.,I’LL LIKE IT!,리얼리티,"일자,제목,링크,2023년,10.10,1st TEASER,,10.17,2nd TEASER,,10.24,EP.1 I’LL-IT, 첫 숙소 입성하는 날♬,,10.31,EP.2 I’LL-IT, 제주 여행 전속력으로!,,11.07,EP.3 I’LL-IT? 아니죠 오늘은 I’LL-EAT!,,11.14,EP.4 큰 거 왔다ㄷㄷ 초블록(?)버스터 미션 대작전,,11.21,EP.5 감성 FLEX 데이! 여기부터 저기까지 다~ 주세요,,11.28,EP.6 여행 마지막 날! (축) 야간 수영장 개장 (하),,12.08,BEHIND 촬영 후 남은 음식은 아일릿이 맛있게 먹었습니다 ^^ | 본격 제주도 먹부림,, 일자,제목,링크,2023년,10.10,1st TEASER,,10.17,2nd TEASER,,10.24,EP.1 I’LL-IT, 첫 숙소 입성하는 날♬,,10.31,EP.2 I’LL-IT, 제주 여행 전속력으로!,,11.07,EP.3 I’LL-IT? 아니죠 오늘은 I’LL-EAT!,,11.14,EP.4 큰 거 왔다ㄷㄷ 초블록(?)버스터 미션 대작전,,11.21,EP.5 감성 FLEX 데이! 여기부터 저기까지 다~ 주세요,,11.28,EP.6 여행 마지막 날! (축) 야간 수영장 개장 (하),,12.08,BEHIND 촬영 후 남은 음식은 아일릿이 맛있게 먹었습니다 ^^ | 본격 제주도 먹부림,,"
77,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EC%BD%98%ED%85%90%EC%B8%A0,1,6.2.,콘텐츠,활동/콘텐츠//리얼리티/ILLIT READY,2.2.,ILLIT READY,리얼리티,"일자,제목,링크,2024년,01.16,TEASER,,01.23,EP.1 준비 됐나요?,,01.30,EP.2 ILLIT 자유시간에 진심인 편,,02.06,EP.3 첫 홈 파티 Ready!,,02.13,EP.4 우린 준비완료!,,02.20,'ILLIT Ready' To. ILLIT From. ILLIT,, 일자,제목,링크,2024년,01.16,TEASER,,01.23,EP.1 준비 됐나요?,,01.30,EP.2 ILLIT 자유시간에 진심인 편,,02.06,EP.3 첫 홈 파티 Ready!,,02.13,EP.4 우린 준비완료!,,02.20,'ILLIT Ready' To. ILLIT From. ILLIT,,"
78,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT,https://namu.wiki/w/ILLIT/%EC%BD%98%ED%85%90%EC%B8%A0,1,6.2.,콘텐츠,활동/콘텐츠//공식채널,3.,공식채널,,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
